names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Alice no Mundo da Internet,8/5/2022,36,"Adventure, Fantasy, Family","After a problem with her computer, a tween YouTuber gets stuck in a digital world inhabited by quirky characters, including the evil Queen of Bots.","Lorena Queiroz, Alice, Cássio Scapin, , Pedro Miranda, , Pietra Quintela, ",Alice no Mundo da Internet, Released, Portuguese,47270000,329856760.8,BR
Collide,8/5/2022,54,"Thriller, Drama, Crime","A gripping thriller chronicling three couples over the course of one fateful night in an LA restaurant. Hunter finds himself on an awkward blind date with the captivating Tamira, while a busboy and his girlfriend are hiding mounds of cocaine to score a big payday, and outside, Peter sits in his car observing his wife’s infidelity with the restaurant’s manager. Though all strangers, their stories are weaved together as they hurl towards an explosive end.","Ryan Phillippe, Hunter, Kat Graham, Tamira, Jim Gaffigan, Peter, Drea de Matteo, , Aisha Dee, , Dylan Flashner, , David Cade, , David James Elliott, , Paul Ben-Victor, ",Collide, Released, English,29200000,5466698,US
Doblemente Embarazada 2,8/5/2022,74,Comedy,We don't have an overview translated in English. Help us expand our database by adding one.,"Gustavo Egelhaaf, Javier, Matías Novoa, Felipe, Michelle Renaud, Camila, Carmen Aub, Antonia, Valery Sais, Sol, Paola Real, Luna, Franco Molinas, Mirrey, Ana Gonzalez Bello, Paulina, Verónica Jaspeado, Catalina",Doblemente Embarazada 2, Released," Spanish, Castilian",159200000,519931118.2,MX
LEGO Star Wars Summer Vacation,8/5/2022,61,"Family, Animation, Comedy, Science Fiction, TV Movie","Looking for a much-needed break, Finn arranges a surprise vacation for his friends Rey, Poe, Rose, Chewie, BB-8, R2-D2, and C-3PO, aboard the luxurious Halcyon. However, Finn's plan to have one last hurrah together quickly goes awry.","Kelly Marie Tran, Rose Tico (voice), Shelby Young, Princess Leia Organa (voice), Matt Lanter, Anakin Skywalker (voice) / Rodian (voice), Anthony Daniels, C-3PO (voice), Omar Benson Miller, Finn (voice), Ashly Burch, Mahlnor (voice) / Tour Droid (voice), Billy Dee Williams, Lando Calrissian (voice), James Arnold Taylor, Obi-Wan Kenobi (voice) / Jawa (voice), 'Weird Al' Yankovic, Vic Vankoh (voice)",LEGO Star Wars Summer Vacation, Released, English,87400000,839891064.8,AU
Easter Sunday,8/5/2022,60,Comedy,"A man returns home for an Easter celebration with his riotous, bickering, eating, drinking, laughing, loving family, in this love letter to the Filipino-American community.","Jo Koy, Joe Valencia, Lydia Gaston, Susan Valencia, Brandon Wardell, Joe Valencia Jr., Eva Noblezada, Tala, Carly Pope, Catherine, Jay Chandrasekhar, Nick, Tia Carrere, Tita Teresa, Melody Butiu, Tita Yvonne, Joey Guila, Tito Manny",Easter Sunday, Released, English,17000000,13071438,US
Bullet Train,8/4/2022,75,"Action, Comedy, Thriller","Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.","Brad Pitt, Ladybug, Joey King, Prince, Aaron Taylor-Johnson, Tangerine, Brian Tyree Henry, Lemon, Andrew Koji, Kimura, Hiroyuki Sanada, The Elder, Michael Shannon, White Death, Bad Bunny, The Wolf, Sandra Bullock, Maria",Bullet Train, Released, English,85900000,238534963,AU
Emergency Declaration,8/3/2022,77,"Action, Drama, Mystery, Thriller","While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.","Song Kang-ho, Gu In-ho / Homicide Detective, Lee Byung-hun, Park Jae-hyuk / Passenger, Jeon Do-yeon, Kim Sook-hee / Minister, Kim Nam-gil, Choi Hyun-soo / Pilot, Yim Si-wan, Ryu Jin-seok / Passenger, Park Hae-jun, Tae-su / Blue House Crisis Management Centre Director, Lim Hyung-kook, Captain, Lee Yul-eum, Park Shi-young, Kim So-jin, Hee-jin / Flight Attendant", 비상선언, Released, Korean,18052672,19200000,KR
The Desperate Hour,8/1/2022,61,Thriller,A woman desperately races to save her child after police place her hometown on lockdown due to an active shooter incident.,"Naomi Watts, Amy Carr, Colton Gobbo, Noah Carr, Sierra Maltby, Emily, Michelle Johnston, Heather, Woodrow Schrieber, Detective Paulson, David Reale, CJ, Jason Clarke, Greg Minor, Debra Wilson, Dedra Wilkinson, Christopher Marren, Peter",The Desperate Hour, Released, English,62000000,379472585,AU
Murder at Yellowstone City,8/1/2022,56,"Western, Mystery","A former slave who arrives in Yellowstone City, Montana, a desolate former boomtown now on the decline, looking for a place to call home. On that same day, a local prospector discovers gold - and is murdered.","Gabriel Byrne, Sheriff Ambrose, Thomas Jane, Thaddeus, Isaiah Mustafa, Cicero, Anna Camp, Alice, Nat Wolff, Young Jim, Richard Dreyfuss, Edgar, Aimee Garcia, Isabel, Zach McGowan, Dunnigan, Danny Bohnen, Marcus O'Sullivan",Murder at Yellowstone City, Released, English,111200000,278054690.6,AU
Schächten,7/30/2022,47,Drama,"In the late 1960s, when the young Jewish businessman’s son Victor Dessauer fails to secure just punishment for the Nazi concentration camp commandant who tortured his parents, he resolves to take the law into his own hands.","Christian Berkel, , Jeff Wilbusch, Victor Dessauer, Barbara Meier, Landlady Erika, Georg Friedrich, , Julia Stemberger, , Robert Hunger-Bühler, , Werner Brix, Policeman Ableidinger, Paulus Manker, , Michael Fuith, Kofler",Schächten, Released, German,167000000,660864312.8,US
Purple Hearts,7/29/2022,82,"Romance, Drama","An aspiring musician agrees to a marriage of convenience with a soon-to-deploy Marine, but a tragedy soon turns their fake relationship all too real.","Sofia Carson, Cassie Salazar, Nicholas Galitzine, Luke Marrow, John Harlan Kim, Toby, Chosen Jacobs, Frankie, Anthony Ippolito, Johnno, Linden Ashby, Jacob Marrow, Kat Cunning, Nora, Nicholas Duvernay, Armando, Scott Deckert, Jacob Marrow Jr",Purple Hearts, Released, English,175200000,715523713,US
Honor Society,7/29/2022,79,Comedy,"Honor is an ambitious high school senior whose sole focus is getting into Harvard, assuming she can first score the coveted recommendation from her guidance counselor, Mr. Calvin. Willing to do whatever it takes, Honor concocts a Machiavellian-like plan to take down her top three student competitors, until things take a turn when she unexpectedly falls for her biggest competition, Michael.","Angourie Rice, Honor Rose, Gaten Matarazzo, Michael Dipnicky, Christopher Mintz-Plasse, Mr. Calvin, Armani Jackson, Travis Biggins, Amy Keum, Kennedy Park, Ben Jackson Walker, Gary, Kelcey Mawema, Talia, Avery Konrad, Emma, Michael P. Northey, Marvin Rose",Honor Society, Released, English,20000000,325823994.8,AU
Reclaim,7/29/2022,20,,"She is a good woman living a fulfilling life. Or so it seems. A caring mother, a capable housewife and a successful career woman, she looks after her mother with dementia on her own. What she needs is a little more space but somehow, she just can't find any. She decides to buy a house since she believes that a bigger place will make her family happy.",,Reclaim, Released, Chinese,12001040,38139010,US
Thirteen Lives,7/29/2022,80,"Drama, Thriller, Action, Adventure","Based on the true nail-biting mission that captivated the world. Twelve boys and the coach of a Thai soccer team explore the Tham Luang cave when an unexpected rainstorm traps them in a chamber inside the mountain. Entombed behind a maze of flooded cave tunnels, they face impossible odds. A team of world-class divers navigate through miles of dangerous cave networks to discover that finding the boys is only the beginning.","Viggo Mortensen, Rick Stanton, Colin Farrell, John Volanthen, Joel Edgerton, Harry Harris, Tom Bateman, Chris Jewell, Paul Gleeson, Jason Mallinson, Teeradon Supapunpinyo, Coach Ekkaphon ""Ek""  Chanthawong, Girati Sugiyama, Lek, Pasakorn Hoyhon, Chai, Tanatat Srita, Arm",Thirteen Lives, Released, English,55000000,276620676.6,US
Not Okay,7/29/2022,64,"Comedy, Drama","An ambitious young woman, desperate for followers and fame, fakes a trip to Paris to up her social media presence. When a terrifying incident takes place in the real world and becomes part of her imaginary trip, her white lie becomes a moral quandary that offers her all the attention she’s wanted.","Zoey Deutch, Danni Sanders, Mia Isaac, Rowan Aldren, Dylan O'Brien, Colin, Nadia Alexander, Harper, Tia Dionne Hodge, Linda, Negin Farsad, Susan, Embeth Davidtz, Judith, Karan Soni, Kevin, Sarah Yarkin, Julie",Not Okay, Released, English,115500000,365470598,US
Resurrection,7/29/2022,62,"Thriller, Mystery, Horror, Drama","A woman's carefully constructed life is upended when an unwelcome shadow from her past returns, forcing her to confront the monster she's evaded for two decades.","Rebecca Hall, Margaret, Tim Roth, David, Grace Kaufman, Abbie, Michael Esper, Peter, Angela Wong Carbone, Gwyn, Winsome Brown, Tess, Josh Drennen, Officer Geary, Rosemary Howard, Desk Clerk, Jaime Zevallos, Driver",Resurrection, Released, English,71000000,470964675.8,US
Hora de Brilhar,7/29/2022,0,Comedy,We don't have an overview translated in English. Help us expand our database by adding one.,"Sophia Valverde, Ariana, Matheus Ueta, Téo, Mharessa Fernanda, Diana, Duda Pimenta, Gabi, Bia Jordão, Paty, Bianca Paiva, Jade, Guilherme Brumatti, Khaleb, Kaik Pereira, Edu, Marcelo Várzea, Professor Chicão",Hora de Brilhar, Released, Portuguese,264940000,175269998.8,BR
Vengeance,7/29/2022,67,"Thriller, Mystery, Comedy",A journalist and podcaster from New York City travels to West Texas in order to report on the death of a girl he was hooking up with.,"B.J. Novak, Ben Manalowitz, Boyd Holbrook, Ty Shaw, J. Smith-Cameron, Sharon Shaw, Issa Rae, Eloise, Ashton Kutcher, Quentin Sellers, Lio Tipton, Abilene Shaw, Dove Cameron, Kansas City Shaw, Isabella Amara, Paris Shaw, Eli Bickel, El Stupido Shaw",Vengeance, Released, English,85017249,4225720,US
Sharp Stick,7/29/2022,54,Comedy,"Sarah Jo is a naive 26-year-old living on the fringes of Hollywood with her mother and sister. When she begins an affair with her older employer, she is thrust into an education on sexuality, loss and power.","Kristine Froseth, Sarah Jo, Jon Bernthal, Josh, Jennifer Jason Leigh, Marilyn, Taylour Paige, Treina, Scott Speedman, Vance Leroy, Luka Sabbat, Arvin, Lena Dunham, Heather, Ebon Moss-Bachrach, Yuli, Liam Michel Saux, Zach",Sharp Stick, Released, English,76000000,152911218.6,US
"Paris, 13th District",7/29/2022,70,"Drama, Romance","Émilie meets Camille who is attracted to Nora, who crosses paths with Amber. Three girls and a boy – They’re friends, sometimes lovers and often both.","Noémie Merlant, Nora, Makita Samba, Camille, Lucie Zhang, Émilie, Jehnny Beth, Amber, Geneviève Doang, Karin, Pol White, Le père de Camille, Line Phé, Serveuse Eighty, Annabelle Milot, La femme au fauteuil roulant, Lumina Wang, Sandra, la colocataire", Les Olympiades, Released, French,28690400,2200000,AU
The Forgiven,7/28/2022,59,Drama,"Over a weekend in the High Atlas Mountains of Morocco, a random accident reverberates through the lives of both the local Muslims and Western visitors to a house party in a grand villa.","Ralph Fiennes, David Henninger, Jessica Chastain, Jo Henninger, Matt Smith, Richard Galloway, Caleb Landry Jones, Dally Margolis, Abbey Lee, Cody, Christopher Abbott, Tom Day, Marie-Josée Croze, Isabelle, Alex Jennings, Lord Swanthorne, Saïd Taghmaoui, Anouar",The Forgiven, Released, English,88000000,503089616.8,AU
Scorpio Nights 3,7/28/2022,71,Thriller,"A young couple's sex acts are witnessed by a young man through a hole. When the wife seduces him, they engage in an illicit affair. Chaos ensues when the husband learns about them.","Christine Bermas, , Mark Anthony Fernandez, , Gold Aceron, , Sheree, , Alisson Smith, , Julio Diaz, , Aica Veloso, , Amanda Avecilla, , Gabe Pineda, ",Scorpio Nights 3, Released, Tagalog,102400000,502443287.6,PH
Full Time,7/28/2022,72,Drama,Julie finally gets an interview for a job where she can raise her children better only to run into a national transit strike.,"Laure Calamy, Julie Roy, Anne Suarez, Sylvie, Geneviève Mnich, Madame Lusigny, Nolan Arizmendi, Nolan, Sasha Lemaître Cremaschi, Chloé, Cyril Gueï, Vincent, Cyril Masson, Loueur de voiture, Lucie Gallo, Jeanne Delacroix, Agathe Dronne, Sophie", À plein temps, Released, French,3000000,97730594.4,AU
Murder Party,7/28/2022,50,"Comedy, Crime","Jeanne, a brilliant architect has a new assignment: renovate the sumptuous Daguerre mansion owned by an eccentric family, head of a Board Game empire. When the landlord and patriarch Cesar is found dead, everyone present becomes a suspect. Suddenly Jeanne’s mission turns intoa life-size investigation to expose the murderer...","Alice Pol, Jeanne Chardon-Spitzer, Miou-Miou, Joséphine, Eddy Mitchell, César Daguerre, Pablo Pauly, Théo, Pascale Arbillot, Salomé, Gustave Kervern, Armand, Sarah Stern, Léna, Zabou Breitman, Emmanuelle, Adrien Guionnet, ",Murder Party, Released, French,118400000,417538398.2,AU
Recurrence,7/27/2022,55,Crime,"Years after moving to a remote town, ex-cop Pipa is pulled back into the dark world she thought she'd left behind when a corpse appears on her property.","Luisana Lopilato, Manuela ""Pipa"" Pelari, Mauricio Paniagua, Rufino Jerez, Inés Estévez, Etelvina Carreras, Ariel Staltari, Mellino, Paulina García, Alicia Pelari, Malena Narvay, Mecha Carreras, Aquiles Casabella, Cruz Carreras, Benjamín Del Cerro, Tobias Pelari, Santiago Artemis, Paco", Pipa, Released," Spanish, Castilian",78400000,935243953.4,AR
Green Lantern: Beware My Power,7/26/2022,70,"Animation, Action, Science Fiction","Recently discharged Marine sniper John Stewart is at a crossroads in his life, one which is only complicated by receiving an extraterrestrial ring which grants him the powers of the Green Lantern of Earth. Unfortunately, the ring doesn't come with instructions - but it does come with baggage, like a horde of interplanetary killers bent on eliminating every Green Lantern in the universe. Now, with the aid of the light-hearted Green Arrow, Adam Strange and Hawkgirl, this reluctant soldier must journey into the heart of a galactic Rann/Thanagar war and somehow succeed where all other Green Lanterns have failed.","Aldis Hodge, John Stewart / Green Lantern (voice), Jimmi Simpson, Green Arrow (voice), Ike Amadi, Martian Manhunter (voice), Brian Bloom, Adam Strange (voice), Jamie Gray Hyder, Hawkgirl (voice), Mara Junot, Lyssa Drak / Banth Dar (voice), Jason J. Lewis, Ganthet / Captain Kantus (voice), Sunil Malhotra, Power Ring / Rannian Comander (voice), Nolan North, Hal Jordan (voice)",Green Lantern: Beware My Power, Released, English,59500000,444807535.4,AU
They/Them,7/24/2022,51,"Horror, Thriller",Campers at an LGBTQ+ conversion camp endure unsettling psychological techniques while the campsite is stalked by a mysterious killer.,"Theo Germaine, Jordan, Kevin Bacon, Owen Whistler, Quei Tann, Alexandra, Austin Crute, Toby, Monique Kim, Veronica, Anna Lore, Kim, Cooper Koch, Stu, Darwin del Fabo, Gabriel, Hayley Griffith, Sarah",They/Them, Released, English,144000000,424996766.4,US
Prizefighter: The Life of Jem Belcher,7/22/2022,62,"Drama, History","At the turn of the 19th century, Pugilism was the sport of kings and a gifted young boxer fought his way to becoming champion of England.","Matt Hookings, Jem Belcher, Ray Winstone, Bill Warr, Jodhi May, Mary Belcher, Marton Csokas, Lord Rushworth, Russell Crowe, Jack Slack, Steven Berkoff, Walter, Julian Glover, Lord Ashford",Prizefighter: The Life of Jem Belcher, Released, English,77600000,562112551,GB
Tahan,7/22/2022,43,"Drama, Crime","When Elise falls in love, she decides to stop being an escort. But her manipulative mother won’t let her and would make her life more chaotic.","Cloe Barretto, Elise, Jaclyn Jose, Nora, JC Santos, Marcus, Quinn Carrillo, Michelle, Mercedes Cabral, Female Client, Francis Mata, Old Man, Karl Medina, Christian, AJ Oteyza, Neil, Jet Delgado, Dennis",Tahan, Released, Tagalog,149000000,880000073.2,PH
Un novio para mi mujer,7/22/2022,55,"Comedy, Romance","Diego wants to separate from his wife, Lucía, but he doesn't know how to tell her. He is fed up with her neuroses and constant complaints about him, and he has long since lost the spark that made him fall in love. Unable to say it to her face, he turns to Cuervo Flores, a famous seducer ""from before"", who will try to make Lucía fall in love so that she will be the one to end her marriage.","Belén Cuesta, Lucía, Hugo Silva, Cuervo, Diego Martín, Diego, Joaquín Reyes, Carlos, Eric Masip, Leo, Ángela Cervantes, Sara, Andreu Castro, Gaby, Anatoly Chugunov, , Laura Minguell, Paula",Un novio para mi mujer, Released," Spanish, Castilian",49000000,641555930.2,ES
She Will,7/22/2022,57,"Thriller, Horror, Drama","Veronica, an aging film star, retreats to the Scottish countryside with her nurse Desi to recover from  a double mastectomy. While there, mysterious forces give Veronica the power to enact revenge within her dreams.","Alice Krige, Veronica, Kota Eberhardt, Desi, Malcolm McDowell, Hathbourne, Rupert Everett, Tirador, Amy Manson, Lois, John McCrea, Ansel, Olwen Fouéré, Jean, Daniel Lapaine, Keith, Jonathan Aris, Podrick Lochran",She Will, Released, English,2486600,40958,GB
HollyBlood,7/22/2022,55,"Comedy, Fantasy, Romance","Javi is a teenage student so shy and clumsy that he does not know how to attract the attention of his classmate Sara, a geeky girl who is only interested in a literary saga about vampires.","Óscar Casas, Javi, Isa Montalbán, Sara, Carlos Suárez, Diego, Ferrán Gadea, Father Ángel, Lara Boedo, Carmen, Mateo Medina, Manu, Jany Collado, Ronald, Piero Méndez, Azrael, Manuel Canchal, Quini",HollyBlood, Released," Spanish, Castilian",99400000,405141837.6,ES
Where the Crawdads Sing,7/21/2022,76,"Mystery, Drama, Thriller","Abandoned by her family, Kya raises herself all alone in the marshes outside of her small town. When her former boyfriend is found dead, Kya is instantly branded by the local townspeople and law enforcement as the prime suspect for his murder.","Daisy Edgar-Jones, Catherine 'Kya' Clark, Taylor John Smith, Tate Walker, Harris Dickinson, Chase Andrews, Michael Hyatt, Mabel, Sterling Macer Jr., Jumpin', David Strathairn, Tom Milton, Garret Dillahunt, Pa, Eric Ladin, Eric Chastain, Ahna O'Reilly, Ma",Where the Crawdads Sing, Released, English,24000000,136539552,AU
Rubius X,7/21/2022,85,Documentary,"On the 10th anniversary of the publication of his first video on the Internet, ""Rubius X"" is a documentary that deals with the origin, motivation and secrets behind Rubius, one of the most followed Spanish content creators in the world. A review of the history of a pioneer, the icon of a whole generation, who represents like few others the revolution of the new digital media.","Rubén Doblas Gundersen, Self, Miguel Ángel Rogel, Self, Alejandro Bravo Yañez, Self, Abraham Bandera, Self, Irina Isaia, Self, Bente Gundersen, Self, Irene Cívico, Self",Rubius X, Released," Spanish, Castilian",139800000,1075683451,ES
Mirreyes contra Godínez 2: El retiro,7/21/2022,75,Comedy,We don't have an overview translated in English. Help us expand our database by adding one.,"Regina Blandón, Michelle, Daniel Tovar, Genaro, Diana Bovio, Nancy, Christian Vázquez, Conan, Alejandro de Marino, Shimon, Gloria Stalina, Sofia, Roberto Aguire, Rich, Michelle Rodríguez, Goyita, Roberta Damián, Lua",Mirreyes contra Godínez 2: El retiro, Released," Spanish, Castilian",90200000,668589731.2,MX
Official Competition,7/21/2022,68,"Comedy, Drama","When a billionaire entrepreneur impulsively decides to create an iconic movie, he demands the best. Renowned filmmaker Lola Cuevas is recruited to mastermind this ambitious endeavour. Completing the all-star team are two actors with massive talent but even bigger egos: Hollywood heartthrob Félix Rivero and radical theatre actor Iván Torres. Both are legends, but not exactly best friends. Through a series of increasingly eccentric trials set by Lola, Félix and Iván must confront not only each other but also their own legacies. Who will be left when the cameras finally start rolling?","Antonio Banderas, Félix Rivero, Penélope Cruz, Lola Cuevas, Oscar Martínez, Iván Torres, José Luis Gómez, Humberto Suárez, Manolo Solo, Matías, Nagore Aranburu, Julia, Irene Escolar, Diana Suárez, Pilar Castro, Violeta, Koldo Olabarri, Darío", Competencia oficial, Released," Spanish, Castilian",103040000,412503777.6,AU
Alienoid,7/20/2022,72,"Science Fiction, Action, Fantasy, Adventure","Gurus in the late Goryeo dynasty try to obtain a fabled, holy sword, and humans in 2022 hunt down an alien prisoner that is locked in a human's body. The two parties cross paths when a time-traveling portal opens up.","Ryu Jun-yeol, Mureuk, Kim Woo-bin, Guard, Kim Tae-ri, Lee An, Choi Yu-ri, Young Lee An, So Ji-sub, Moon Do-seok, Yum Jung-ah, Heuk-seol, Jo Woo-jin, Cheong-woon, Kim Eui-sung, Ja-jang, Lee Ha-nee, Min Gae-in", 외계+인 1부, Released, Korean,24457676,100556193.8,KR
The Beasts,7/20/2022,75,"Thriller, Drama","Antoine and Olga, a French couple, have been living in a small village in Galicia for a long time. They practice eco-responsible agriculture and restore abandoned houses to facilitate repopulation. Everything should be idyllic but for their opposition to a wind turbine project that creates a serious conflict with their neighbors. The tension will rise to the point of irreparability.","Marina Foïs, Olga, Denis Ménochet, Antoine, Luis Zahera, Xan, Diego Anido, Lorenzo, Marie Colomb, Marie Denis, Machi Salgado, Rafael, David Menéndez, Cabo 3 Alfonso, Luisa Merelas, Madre Anta, José Manuel Fernández y Blanco, Pepiño", As bestas, Released, Galician,113400000,448847740,FR
Confessions of a Hitman,7/20/2022,66,"Crime, Drama, Action","A paid assassin working for the biker gangs of Quebec outsmarts both the police and the underworld for decades, committing 28 hits over 25 years.","Luc Picard, Gérald Gallant, David La Haye, Donald 'Dolly' Lemaire, Sandrine Bisson, Jocelyne Lacroix, Éveline Gélinas, Pauline Gallant, Dany Boudreault, Carlo, Emmanuel Charest, Sergent Claude St-Cyr, Jean-François Boudreau, Marc Larose, Bobby Beshro, Réjean Deslauriers, Maxim Gaudette, Rodrigue 'Rod' Lemay", Confessions, Released, French,48540000,367960476,CA
Magnum Opus,7/18/2022,74,"Animation, Family, Science Fiction, Comedy","Groot sets out to paint a family portrait of himself and the Guardians, only to discover just how messy the artistic process can be.","Vin Diesel, Baby Groot (voice), Bradley Cooper, Rocket (voice), Fred Tatasciore, Additional Voices (voice)",Magnum Opus, Released, English,153000000,648868926.4,US
Barbie: Mermaid Power,7/17/2022,73,Animation,"Join Barbie “Brooklyn” Roberts, Barbie “Malibu” Roberts, and her sisters Skipper, Stacie, and Chelsea on an underwater adventure as they transform into mermaids to help save the world of Pacifica! In Barbie Mermaid Power™, Barbie and Barbie are summoned by Isla (from Dolphin Magic) to compete to be the underwater Power Keeper in a series of challenges designed to find their inner powers. Through these competitions, they discover whether they are mermaids of Earth, Air, Water, or Fire, all while making new animal and mermaid friends. In this fish-tale of friendship, adventure, and bravery, Barbie, Barbie, and family experience first-hand what it’s like to balance the worlds above and below the sea and learn a lesson in finding their inner powers along the way.","America Young, Malibu (Barbie) (voice), Tatiana Varria, Brooklyn (Barbie) (voice), Kirsten Day, Skipper (voice), Tiana Camacho, Talleigha Fishtail (voice), Melanie Minichino, Marlo / Mermaid 2 (voice), Madelyn Kratzer, Aquaryah Aquavilla (voice), Johnny Yong Bosch, Finn / Waiter (voice), Vivian Lu, Isla / Dr. Tang (voice), Natalie Lashkari, Chelsea (voice)",Barbie: Mermaid Power, Released, English,123600000,590203752.2,AU
Padre no hay mas que uno 3,7/15/2022,76,"Comedy, Family","Christmas is coming. The children accidentally break a Nativity scene figurine from their father's collection and must by all means get an equal one, the problem is that it is a unique antique piece. Sara, the eldest daughter breaks up with her boyfriend, Ocho, who will try to recover her favors with the help of her father-in-law, Javier. Precisely Javier's father-in-law, Marisa's father, will be welcomed into the family home to spend the holidays after her recent separation, which will not leave Javier's mother, Milagros, indifferent. Rocío, the folklore of the family, who has been playing the Virgin for several Christmases, is relegated this year to playing the shepherdess, something that her father, Javier, is not willing to assume.","Santiago Segura, Javier García, Toni Acosta, Marisa Loyola, Martina D’Antiochia, Sara García, Calma Segura, Carlota García, Luna Fulgencio, Rocío García, Carlos G. Morollón, Dani García, Sirena Segura, Paula García, Wendy Ramos, Rosaura, El Cejas, Ocho",Padre no hay mas que uno 3, Released," Spanish, Castilian",133460000,588078918.6,ES
Z-O-M-B-I-E-S 3,7/15/2022,76,"Music, Fantasy, Comedy, Science Fiction, Family, TV Movie","Zed and Addison are beginning their final year at Seabrook High in the town that’s become a safe haven for monsters and humans alike. Zed is anticipating an athletic scholarship that will make him the first Zombie to attend college, while Addison is gearing up for Seabrook’s first international cheer-off competition. Then suddenly, extraterrestrial beings appear around Seabrook, provoking something other than friendly competition.","Milo Manheim, Zed, Meg Donnelly, Addison, Trevor Tordjman, Bucky, Chandler Kinney, Willa, Ariel Martin, Wynter, Pearce Joza, Wyatt, Matt Cornett, A-Lan, Terry Hu, A-Spen, RuPaul, The Mothership (voice)",Z-O-M-B-I-E-S 3, Released, English,36000000,141613530.8,AU
Wrong Place,7/15/2022,44,Thriller,"A methamphetamine cook hunts down the former police chief of a small town in order to silence him before he can deliver eyewitness testimony against his family, but ultimately finds himself up against more than he had bargained for.","Ashley Greene, Chloe, Bruce Willis, Frank, Michael Sirow, Jake, Texas Battle, Captain East, Stacey Danger, Tammy, Massi Furlan, Virgil, Adam Huel Potter, Leon, Josh Rhett Noble, Officer Richter, Larken Woodward, Jenny",Wrong Place, Released, English,124800000,834642911.6,US
King Shakir Recycle,7/14/2022,57,"Animation, Adventure, Family, Action, Comedy, Science Fiction","Scientists trying to solve the environmental crisis of pollution devise a way to send the collected garbage into space via rocket ships. When this garbage starts to land on alien planets, the outraged aliens head to Earth for revenge. King Shakir and his family must do their best to protect the world from alien destruction.","Skyler Davenport, Canan, Brock Powell, Necati", Kral Sakir: Geri Dönüsüm, Released, Turkish,87200000,387787979,TR
The Gray Man,7/14/2022,70,"Action, Thriller","When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.","Ryan Gosling, Six, Chris Evans, Lloyd Hansen, Ana de Armas, Dani Miranda, Billy Bob Thornton, Fitzroy, Jessica Henwick, Suzanne Brewer, Dhanush, Avik San, Alfre Woodard, Margaret Cahill, Regé-Jean Page, Carmichael, Wagner Moura, Laszlo Sosa",The Gray Man, Released, English,200000000,451178,AU
Avengers: Quantum Encounter,7/14/2022,50,,We don't have an overview translated in English. Help us expand our database by adding one.,,Avengers: Quantum Encounter, Released, English,163600000,812667214.2,US
The Phantom of the Open,7/14/2022,69,"Drama, Comedy","Maurice Flitcroft, a dreamer and unrelenting optimist, managed to gain entry to The British Open Golf Championship qualifying in 1976 and subsequently shot the worst round in Open history, becoming a folk hero in the process.","Mark Rylance, Maurice Flitcroft, Sally Hawkins, Jean Flitcroft, Rhys Ifans, Keith Mackenzie, Simon Farnaby, Laurent Lambert, Mark Lewis Jones, Cliff, Jonah Lees, James Flitcroft, Christian Lees, Gene Flitcroft, Ash Tandon, Lloyd Donovan, Ian Porter, Dick Nelson",The Phantom of the Open, Released, English,143700000,533458653.6,AU
The Killer,7/13/2022,79,"Action, Crime, Thriller","When retired hitman’s wife goes on vacation with her friend, she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents, but then they are found dead and the girl is kidnapped.","Jang Hyuk, Ui-kang, Lee Seo-young, Kim Yoon-ji, Bruce Khan, Yuri, Bang Eun-jung, Sung Yeon, Lee Seung-joon, Detective Lee, Shin Seung-hwan, Park Hyung-joo, Hong Seo-joon, Judge Kim, Lee Chae-young, Hyun-soo, Yoo Seo-jin, Divorced Woman", 더 킬러: 죽어도 되는 아이, Released, Korean,117460000,723735309.2,KR
South Park the Streaming Wars Part 2,7/13/2022,74,"Animation, Comedy",A drought has brought the town of South Park to the brink of disaster.,"Trey Parker, Various Characters (voice), Matt Stone, Various Characters (voice), April Stewart, Various Characters (voice), Kimberly Brooks, Linda Black (voice), Adrien Beard, Tolkien Black / Steve Black (voice), Neyla Cantu, PigBearGirl (voice), Betty Boogie Parker, Chuck Chuck (voice)",South Park the Streaming Wars Part 2, Released, English,92000000,693505653,US
Si Saben Como me pongo Pa Que Me Invitan? 2,7/13/2022,30,Comedy,"The El Encanto resort once again hosts a retreat for four couples -- including a liar, a sex addict and a thief -- seeking to fix their relationships.","Ricardo Quevedo, , Liss Pereira, , Iván Marín, , Fabiola Posada, , Nelson Polanía, , Xilena Aycardy, , Ana Cristina Botero, , Joavany Alvarez, ",Si Saben Como me pongo Pa Que Me Invitan? 2, Released," Spanish, Castilian",15541000,38139010,CO
